,region,Year,sector,value
376,South Asia,2030,resid others,0.464688
377,South Asia,2030,trn_freight,0.0003103422
378,South Asia,2030,trn_freight_road,0.00787644868476
379,South Asia,2030,trn_pass,0.00023069129999999998
380,South Asia,2030,trn_pass_road,0.0026109
381,South Asia,2030,trn_pass_road_LDV,0.01122709
382,South Asia,2030,trn_pass_road_LDV_4W,0.00305349786
383,South Asia,2050,agricultural energy use,0.00963047425
384,South Asia,2050,cement,0.057324698699999996
385,South Asia,2050,comm cooling,0.0901535
386,South Asia,2050,comm others,0.560887
387,South Asia,2050,construction energy use,0.00031968644
388,South Asia,2050,desalinated water,1.92126e-05
389,South Asia,2050,industrial wastewater treatment,0.01556206
390,South Asia,2050,industrial water abstraction,0.00699569
391,South Asia,2050,industrial water treatment,0.009418010000000001
392,South Asia,2050,iron and steel,0.06839583899900001
393,South Asia,2050,irrigation water abstraction,0.0675791
394,South Asia,2050,mining energy use,8.964953220000001e-05
395,South Asia,2050,municipal wastewater treatment,0.018628350000000002
396,South Asia,2050,municipal water abstraction,0.01233053
397,South Asia,2050,municipal water distribution,0.0219754
398,South Asia,2050,municipal water treatment,0.020910790000000002
399,South Asia,2050,other industrial energy use,2.4657387379999998
400,South Asia,2050,resid cooling,0.827913
401,South Asia,2050,resid others,1.834781
402,South Asia,2050,trn_aviation_intl,3.9456500000000004e-05
403,South Asia,2050,trn_freight,0.002935501
404,South Asia,2050,trn_freight_road,0.19092212455000002
405,South Asia,2050,trn_pass,0.0027861867
406,South Asia,2050,trn_pass_road,0.01761627
407,South Asia,2050,trn_pass_road_LDV,0.009774950000000001
408,South Asia,2050,trn_pass_road_LDV_4W,0.011447343
409,South Asia,2050,trn_shipping_intl,0.00010970870000000001
410,South Asia,2085,agricultural energy use,0.0146463745
411,South Asia,2085,cement,0.0548572413
412,South Asia,2085,comm cooling,0.2360374
413,South Asia,2085,comm others,2.043931
414,South Asia,2085,construction energy use,0.0009045338
415,South Asia,2085,desalinated water,1.96535e-05
416,South Asia,2085,industrial wastewater treatment,0.0392724
417,South Asia,2085,industrial water abstraction,0.01020528
418,South Asia,2085,industrial water treatment,0.01370272
419,South Asia,2085,iron and steel,0.08979221188
420,South Asia,2085,irrigation water abstraction,0.0560388
421,South Asia,2085,mining energy use,5.831602599999999e-05
422,South Asia,2085,municipal wastewater treatment,0.036562700000000004
423,South Asia,2085,municipal water abstraction,0.01322419
424,South Asia,2085,municipal water distribution,0.023567320000000003
425,South Asia,2085,municipal water treatment,0.022425590000000002
426,South Asia,2085,other industrial energy use,5.51247457
427,South Asia,2085,resid cooling,0.768004
428,South Asia,2085,resid others,2.91047
429,South Asia,2085,trn_aviation_intl,0.00401342
430,South Asia,2085,trn_freight,0.0310960476
431,South Asia,2085,trn_freight_road,0.5851624499999999
432,South Asia,2085,trn_pass,0.05947732110000001
433,South Asia,2085,trn_pass_road,0.012211600000000001
434,South Asia,2085,trn_pass_road_LDV,0.01209089
435,South Asia,2085,trn_pass_road_LDV_4W,0.031657563300000004
436,South Asia,2085,trn_shipping_intl,0.009243830000000001
